,answer,left_method,participant,right_method,test_case
1124,clear,clear,7610215f-ec63-41df-a257-59efe206abbc,zhang,3697493807
1125,zhang,stadv,c2de043f-b839-4d66-b536-c6ec48922682,zhang,3697493807
1126,fmgoat,fmgoat,c2de043f-b839-4d66-b536-c6ec48922682,ifgsm,3697493807
1127,zhang,ifgsm,c2de043f-b839-4d66-b536-c6ec48922682,zhang,6351773844
1128,fmgoat,fmgoat,c2de043f-b839-4d66-b536-c6ec48922682,ifgsm,3697493807
1129,clear,clear,c2de043f-b839-4d66-b536-c6ec48922682,stadv,9646776074
1130,clear,korhonen,c2de043f-b839-4d66-b536-c6ec48922682,clear,6351773844
1131,zhang,stadv,c2de043f-b839-4d66-b536-c6ec48922682,zhang,3697493807
1132,zhang,zhang,c2de043f-b839-4d66-b536-c6ec48922682,fmgoat,9646776074
1133,fmgoat,korhonen,c2de043f-b839-4d66-b536-c6ec48922682,fmgoat,10740727595
1134,zhang,fmgoat,c2de043f-b839-4d66-b536-c6ec48922682,zhang,8639759293
1135,korhonen,korhonen,c2de043f-b839-4d66-b536-c6ec48922682,ifgsm,8639759293
1136,clear,fmgoat,c2de043f-b839-4d66-b536-c6ec48922682,clear,9646776074
1137,fmgoat,fmgoat,c2de043f-b839-4d66-b536-c6ec48922682,zhang,8639759293
1138,fmgoat,korhonen,c2de043f-b839-4d66-b536-c6ec48922682,fmgoat,3697493807
1139,ifgsm,korhonen,c2de043f-b839-4d66-b536-c6ec48922682,ifgsm,9646776074
1140,fmgoat,fmgoat,c2de043f-b839-4d66-b536-c6ec48922682,zhang,9646776074
1141,zhang,zhang,c2de043f-b839-4d66-b536-c6ec48922682,stadv,9646776074
1142,clear,clear,c2de043f-b839-4d66-b536-c6ec48922682,fmgoat,8639759293
1143,ifgsm,stadv,c2de043f-b839-4d66-b536-c6ec48922682,ifgsm,3697493807
1144,good,good,c2de043f-b839-4d66-b536-c6ec48922682,bad,v5
1145,good,good,c2de043f-b839-4d66-b536-c6ec48922682,bad,v5
1146,good,bad,c2de043f-b839-4d66-b536-c6ec48922682,good,v3
1147,korhonen,ifgsm,c2de043f-b839-4d66-b536-c6ec48922682,korhonen,6351773844
1148,zhang,zhang,c2de043f-b839-4d66-b536-c6ec48922682,korhonen,8639759293
1149,clear,zhang,c2de043f-b839-4d66-b536-c6ec48922682,clear,9646776074
1150,fmgoat,fmgoat,f2240de2-7d80-442d-9233-d5d73904455a,ifgsm,6351773844
1151,zhang,korhonen,f2240de2-7d80-442d-9233-d5d73904455a,zhang,9646776074
1152,korhonen,stadv,f2240de2-7d80-442d-9233-d5d73904455a,korhonen,8639759293
1153,fmgoat,fmgoat,f2240de2-7d80-442d-9233-d5d73904455a,stadv,8639759293
1154,fmgoat,fmgoat,f2240de2-7d80-442d-9233-d5d73904455a,korhonen,3697493807
1155,,clear,f2240de2-7d80-442d-9233-d5d73904455a,fmgoat,3697493807
1156,fmgoat,zhang,f2240de2-7d80-442d-9233-d5d73904455a,fmgoat,9646776074
1157,zhang,zhang,f2240de2-7d80-442d-9233-d5d73904455a,stadv,9646776074
1158,zhang,zhang,f2240de2-7d80-442d-9233-d5d73904455a,stadv,9646776074
1159,clear,stadv,f2240de2-7d80-442d-9233-d5d73904455a,clear,3697493807
1160,korhonen,korhonen,f2240de2-7d80-442d-9233-d5d73904455a,stadv,9646776074
1161,fmgoat,fmgoat,f2240de2-7d80-442d-9233-d5d73904455a,zhang,10740727595
1162,good,bad,f2240de2-7d80-442d-9233-d5d73904455a,good,v3
1163,clear,clear,f2240de2-7d80-442d-9233-d5d73904455a,korhonen,6351773844
1164,clear,clear,f2240de2-7d80-442d-9233-d5d73904455a,zhang,10740727595
1165,fmgoat,stadv,f2240de2-7d80-442d-9233-d5d73904455a,fmgoat,10740727595
1166,good,bad,f2240de2-7d80-442d-9233-d5d73904455a,good,v4
1167,,zhang,f2240de2-7d80-442d-9233-d5d73904455a,korhonen,3697493807
1168,clear,clear,f2240de2-7d80-442d-9233-d5d73904455a,stadv,8639759293
1169,clear,ifgsm,f2240de2-7d80-442d-9233-d5d73904455a,clear,9646776074
1170,clear,korhonen,f2240de2-7d80-442d-9233-d5d73904455a,clear,10740727595
1171,good,bad,f2240de2-7d80-442d-9233-d5d73904455a,good,v6
1172,zhang,ifgsm,f2240de2-7d80-442d-9233-d5d73904455a,zhang,6351773844
1173,,korhonen,f2240de2-7d80-442d-9233-d5d73904455a,zhang,8639759293
1174,,fmgoat,f2240de2-7d80-442d-9233-d5d73904455a,clear,8639759293
1175,clear,clear,c809a715-25ed-4072-835f-48f2f528bcf7,zhang,6351773844
1176,,fmgoat,c809a715-25ed-4072-835f-48f2f528bcf7,clear,9646776074
1177,clear,fmgoat,c809a715-25ed-4072-835f-48f2f528bcf7,clear,8639759293
1178,,fmgoat,c809a715-25ed-4072-835f-48f2f528bcf7,clear,9646776074
1179,clear,clear,c809a715-25ed-4072-835f-48f2f528bcf7,korhonen,3697493807
1180,fmgoat,clear,c809a715-25ed-4072-835f-48f2f528bcf7,fmgoat,6351773844
1181,zhang,ifgsm,c809a715-25ed-4072-835f-48f2f528bcf7,zhang,10740727595
1182,fmgoat,fmgoat,c809a715-25ed-4072-835f-48f2f528bcf7,korhonen,6351773844
1183,fmgoat,fmgoat,c809a715-25ed-4072-835f-48f2f528bcf7,korhonen,6351773844
1184,clear,stadv,c809a715-25ed-4072-835f-48f2f528bcf7,clear,10740727595
1185,korhonen,korhonen,c809a715-25ed-4072-835f-48f2f528bcf7,zhang,6351773844
1186,good,good,c809a715-25ed-4072-835f-48f2f528bcf7,bad,v7
1187,clear,clear,c809a715-25ed-4072-835f-48f2f528bcf7,stadv,10740727595
1188,zhang,zhang,c809a715-25ed-4072-835f-48f2f528bcf7,stadv,6351773844
1189,ifgsm,ifgsm,c809a715-25ed-4072-835f-48f2f528bcf7,stadv,8639759293
1190,clear,clear,c809a715-25ed-4072-835f-48f2f528bcf7,korhonen,10740727595
1191,fmgoat,fmgoat,c809a715-25ed-4072-835f-48f2f528bcf7,clear,6351773844
1192,korhonen,korhonen,c809a715-25ed-4072-835f-48f2f528bcf7,stadv,10740727595
1193,stadv,zhang,c809a715-25ed-4072-835f-48f2f528bcf7,stadv,9646776074
1194,good,good,c809a715-25ed-4072-835f-48f2f528bcf7,bad,v2
1195,ifgsm,ifgsm,c809a715-25ed-4072-835f-48f2f528bcf7,stadv,8639759293
1196,fmgoat,ifgsm,c809a715-25ed-4072-835f-48f2f528bcf7,fmgoat,10740727595
1197,fmgoat,zhang,c809a715-25ed-4072-835f-48f2f528bcf7,fmgoat,9646776074
1198,good,good,c809a715-25ed-4072-835f-48f2f528bcf7,bad,v6
1199,korhonen,korhonen,c809a715-25ed-4072-835f-48f2f528bcf7,zhang,6351773844
1200,ifgsm,ifgsm,064dd1b6-2078-4541-946e-310c0c5a3960,stadv,8639759293
1201,clear,clear,064dd1b6-2078-4541-946e-310c0c5a3960,ifgsm,9646776074
1202,clear,clear,064dd1b6-2078-4541-946e-310c0c5a3960,stadv,3697493807
1203,ifgsm,stadv,064dd1b6-2078-4541-946e-310c0c5a3960,ifgsm,9646776074
1204,clear,stadv,064dd1b6-2078-4541-946e-310c0c5a3960,clear,6351773844
1205,fmgoat,zhang,064dd1b6-2078-4541-946e-310c0c5a3960,fmgoat,9646776074
1206,,korhonen,064dd1b6-2078-4541-946e-310c0c5a3960,stadv,6351773844
1207,zhang,zhang,064dd1b6-2078-4541-946e-310c0c5a3960,ifgsm,3697493807
1208,fmgoat,ifgsm,064dd1b6-2078-4541-946e-310c0c5a3960,fmgoat,8639759293
1209,,ifgsm,064dd1b6-2078-4541-946e-310c0c5a3960,korhonen,6351773844
1210,,ifgsm,064dd1b6-2078-4541-946e-310c0c5a3960,korhonen,6351773844
1211,,fmgoat,064dd1b6-2078-4541-946e-310c0c5a3960,clear,3697493807
1212,fmgoat,ifgsm,064dd1b6-2078-4541-946e-310c0c5a3960,fmgoat,8639759293
1213,ifgsm,ifgsm,064dd1b6-2078-4541-946e-310c0c5a3960,stadv,6351773844
1214,zhang,ifgsm,064dd1b6-2078-4541-946e-310c0c5a3960,zhang,9646776074
1215,good,bad,064dd1b6-2078-4541-946e-310c0c5a3960,good,v6
1216,fmgoat,zhang,064dd1b6-2078-4541-946e-310c0c5a3960,fmgoat,10740727595
1217,good,bad,064dd1b6-2078-4541-946e-310c0c5a3960,good,v2
1218,korhonen,korhonen,064dd1b6-2078-4541-946e-310c0c5a3960,stadv,8639759293
1219,zhang,ifgsm,064dd1b6-2078-4541-946e-310c0c5a3960,zhang,10740727595
1220,zhang,korhonen,064dd1b6-2078-4541-946e-310c0c5a3960,zhang,8639759293
1221,clear,clear,064dd1b6-2078-4541-946e-310c0c5a3960,korhonen,6351773844
1222,good,good,064dd1b6-2078-4541-946e-310c0c5a3960,bad,v5
1223,zhang,zhang,064dd1b6-2078-4541-946e-310c0c5a3960,stadv,8639759293
1224,zhang,ifgsm,064dd1b6-2078-4541-946e-310c0c5a3960,zhang,6351773844
1225,zhang,zhang,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,korhonen,6351773844
1226,fmgoat,fmgoat,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,korhonen,6351773844
1227,ifgsm,stadv,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,ifgsm,9646776074
1228,korhonen,stadv,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,korhonen,6351773844
1229,clear,clear,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,zhang,3697493807
1230,ifgsm,ifgsm,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,stadv,3697493807
1231,fmgoat,ifgsm,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,fmgoat,10740727595
1232,good,bad,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,good,v4
1233,clear,clear,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,korhonen,10740727595
1234,fmgoat,fmgoat,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,stadv,8639759293
1235,clear,clear,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,stadv,10740727595
1236,fmgoat,korhonen,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,fmgoat,6351773844
1237,clear,clear,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,zhang,6351773844
1238,clear,korhonen,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,clear,6351773844
1239,zhang,zhang,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,korhonen,3697493807
1240,fmgoat,korhonen,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,fmgoat,6351773844
1241,zhang,zhang,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,korhonen,8639759293
1242,good,good,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,bad,v1
1243,fmgoat,fmgoat,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,zhang,9646776074
1244,good,good,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,bad,v5
1245,fmgoat,stadv,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,fmgoat,9646776074
1246,ifgsm,stadv,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,ifgsm,10740727595
1247,korhonen,stadv,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,korhonen,9646776074
1248,korhonen,ifgsm,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,korhonen,10740727595
1249,,korhonen,19b7c2c5-dd41-42e9-bc58-8189eb20c0b4,ifgsm,8639759293
1250,clear,fmgoat,80dfbcf4-1c60-4abc-acd3-661af306a8d8,clear,10740727595
1251,zhang,korhonen,80dfbcf4-1c60-4abc-acd3-661af306a8d8,zhang,6351773844
1252,good,bad,80dfbcf4-1c60-4abc-acd3-661af306a8d8,good,v1
1253,ifgsm,stadv,80dfbcf4-1c60-4abc-acd3-661af306a8d8,ifgsm,9646776074
1254,fmgoat,fmgoat,80dfbcf4-1c60-4abc-acd3-661af306a8d8,ifgsm,10740727595
1255,ifgsm,korhonen,80dfbcf4-1c60-4abc-acd3-661af306a8d8,ifgsm,6351773844
1256,clear,ifgsm,80dfbcf4-1c60-4abc-acd3-661af306a8d8,clear,8639759293
1257,zhang,zhang,80dfbcf4-1c60-4abc-acd3-661af306a8d8,ifgsm,10740727595
1258,fmgoat,korhonen,80dfbcf4-1c60-4abc-acd3-661af306a8d8,fmgoat,9646776074
1259,zhang,zhang,80dfbcf4-1c60-4abc-acd3-661af306a8d8,korhonen,3697493807
1260,korhonen,korhonen,80dfbcf4-1c60-4abc-acd3-661af306a8d8,ifgsm,10740727595
1261,fmgoat,ifgsm,80dfbcf4-1c60-4abc-acd3-661af306a8d8,fmgoat,3697493807
1262,good,bad,80dfbcf4-1c60-4abc-acd3-661af306a8d8,good,v3
1263,clear,clear,80dfbcf4-1c60-4abc-acd3-661af306a8d8,korhonen,6351773844
1264,ifgsm,clear,80dfbcf4-1c60-4abc-acd3-661af306a8d8,ifgsm,6351773844
1265,zhang,zhang,80dfbcf4-1c60-4abc-acd3-661af306a8d8,ifgsm,9646776074
1266,clear,korhonen,80dfbcf4-1c60-4abc-acd3-661af306a8d8,clear,9646776074
1267,fmgoat,fmgoat,80dfbcf4-1c60-4abc-acd3-661af306a8d8,zhang,10740727595
1268,fmgoat,fmgoat,80dfbcf4-1c60-4abc-acd3-661af306a8d8,ifgsm,9646776074
1269,korhonen,stadv,80dfbcf4-1c60-4abc-acd3-661af306a8d8,korhonen,6351773844
1270,fmgoat,fmgoat,80dfbcf4-1c60-4abc-acd3-661af306a8d8,ifgsm,9646776074
1271,fmgoat,clear,80dfbcf4-1c60-4abc-acd3-661af306a8d8,fmgoat,8639759293
1272,good,bad,80dfbcf4-1c60-4abc-acd3-661af306a8d8,good,v3
1273,ifgsm,ifgsm,80dfbcf4-1c60-4abc-acd3-661af306a8d8,fmgoat,6351773844
1274,clear,zhang,80dfbcf4-1c60-4abc-acd3-661af306a8d8,clear,10740727595
1275,clear,stadv,acaff2d9-aad4-43ee-a023-c0caceec92f3,clear,3697493807
1276,clear,ifgsm,acaff2d9-aad4-43ee-a023-c0caceec92f3,clear,6351773844
1277,clear,clear,acaff2d9-aad4-43ee-a023-c0caceec92f3,ifgsm,3697493807
1278,fmgoat,fmgoat,acaff2d9-aad4-43ee-a023-c0caceec92f3,ifgsm,9646776074
1279,clear,ifgsm,acaff2d9-aad4-43ee-a023-c0caceec92f3,clear,10740727595
1280,ifgsm,stadv,acaff2d9-aad4-43ee-a023-c0caceec92f3,ifgsm,9646776074
1281,clear,clear,acaff2d9-aad4-43ee-a023-c0caceec92f3,ifgsm,3697493807
1282,zhang,zhang,acaff2d9-aad4-43ee-a023-c0caceec92f3,ifgsm,8639759293
1283,ifgsm,stadv,acaff2d9-aad4-43ee-a023-c0caceec92f3,ifgsm,8639759293
1284,clear,stadv,acaff2d9-aad4-43ee-a023-c0caceec92f3,clear,3697493807
1285,korhonen,korhonen,acaff2d9-aad4-43ee-a023-c0caceec92f3,stadv,10740727595
1286,fmgoat,fmgoat,acaff2d9-aad4-43ee-a023-c0caceec92f3,ifgsm,9646776074
1287,fmgoat,zhang,acaff2d9-aad4-43ee-a023-c0caceec92f3,fmgoat,9646776074
1288,good,good,acaff2d9-aad4-43ee-a023-c0caceec92f3,bad,v3
1289,clear,stadv,acaff2d9-aad4-43ee-a023-c0caceec92f3,clear,8639759293
1290,zhang,zhang,acaff2d9-aad4-43ee-a023-c0caceec92f3,korhonen,6351773844
1291,good,bad,acaff2d9-aad4-43ee-a023-c0caceec92f3,good,v2
1292,zhang,zhang,acaff2d9-aad4-43ee-a023-c0caceec92f3,stadv,9646776074
1293,fmgoat,fmgoat,acaff2d9-aad4-43ee-a023-c0caceec92f3,stadv,10740727595
1294,korhonen,korhonen,acaff2d9-aad4-43ee-a023-c0caceec92f3,stadv,6351773844
1295,clear,clear,acaff2d9-aad4-43ee-a023-c0caceec92f3,zhang,9646776074
1296,clear,stadv,acaff2d9-aad4-43ee-a023-c0caceec92f3,clear,8639759293
1297,fmgoat,fmgoat,acaff2d9-aad4-43ee-a023-c0caceec92f3,zhang,10740727595
1298,good,good,acaff2d9-aad4-43ee-a023-c0caceec92f3,bad,v2
1299,fmgoat,korhonen,acaff2d9-aad4-43ee-a023-c0caceec92f3,fmgoat,9646776074
1300,clear,zhang,d86297e2-ea62-44d2-8488-1ab605f1f8ca,clear,6351773844
1301,stadv,ifgsm,d86297e2-ea62-44d2-8488-1ab605f1f8ca,stadv,9646776074
1302,good,good,d86297e2-ea62-44d2-8488-1ab605f1f8ca,bad,v5
1303,stadv,korhonen,d86297e2-ea62-44d2-8488-1ab605f1f8ca,stadv,8639759293
1304,good,good,d86297e2-ea62-44d2-8488-1ab605f1f8ca,bad,v1
1305,korhonen,korhonen,d86297e2-ea62-44d2-8488-1ab605f1f8ca,stadv,6351773844
1306,korhonen,korhonen,d86297e2-ea62-44d2-8488-1ab605f1f8ca,ifgsm,6351773844
1307,korhonen,ifgsm,d86297e2-ea62-44d2-8488-1ab605f1f8ca,korhonen,3697493807
1308,fmgoat,ifgsm,d86297e2-ea62-44d2-8488-1ab605f1f8ca,fmgoat,9646776074
1309,clear,stadv,d86297e2-ea62-44d2-8488-1ab605f1f8ca,clear,10740727595
1310,korhonen,ifgsm,d86297e2-ea62-44d2-8488-1ab605f1f8ca,korhonen,8639759293
1311,clear,clear,d86297e2-ea62-44d2-8488-1ab605f1f8ca,zhang,3697493807
1312,clear,clear,d86297e2-ea62-44d2-8488-1ab605f1f8ca,ifgsm,6351773844
1313,korhonen,korhonen,d86297e2-ea62-44d2-8488-1ab605f1f8ca,zhang,10740727595
1314,clear,clear,d86297e2-ea62-44d2-8488-1ab605f1f8ca,stadv,10740727595
1315,stadv,ifgsm,d86297e2-ea62-44d2-8488-1ab605f1f8ca,stadv,6351773844
1316,clear,clear,d86297e2-ea62-44d2-8488-1ab605f1f8ca,zhang,8639759293
1317,fmgoat,clear,d86297e2-ea62-44d2-8488-1ab605f1f8ca,fmgoat,9646776074
1318,clear,ifgsm,d86297e2-ea62-44d2-8488-1ab605f1f8ca,clear,9646776074
1319,good,good,d86297e2-ea62-44d2-8488-1ab605f1f8ca,bad,v1
1320,korhonen,korhonen,d86297e2-ea62-44d2-8488-1ab605f1f8ca,ifgsm,6351773844
1321,ifgsm,ifgsm,d86297e2-ea62-44d2-8488-1ab605f1f8ca,stadv,8639759293
1322,clear,zhang,d86297e2-ea62-44d2-8488-1ab605f1f8ca,clear,9646776074
1323,korhonen,stadv,d86297e2-ea62-44d2-8488-1ab605f1f8ca,korhonen,6351773844
1324,clear,zhang,d86297e2-ea62-44d2-8488-1ab605f1f8ca,clear,8639759293
1325,good,good,d4511155-5698-4827-b393-d12e7bd6434c,bad,v6
1326,fmgoat,fmgoat,d4511155-5698-4827-b393-d12e7bd6434c,clear,3697493807
1327,zhang,zhang,d4511155-5698-4827-b393-d12e7bd6434c,korhonen,10740727595
1328,clear,clear,d4511155-5698-4827-b393-d12e7bd6434c,fmgoat,6351773844
1329,clear,clear,d4511155-5698-4827-b393-d12e7bd6434c,zhang,8639759293
1330,zhang,zhang,d4511155-5698-4827-b393-d12e7bd6434c,ifgsm,10740727595
1331,clear,stadv,d4511155-5698-4827-b393-d12e7bd6434c,clear,6351773844
1332,clear,stadv,d4511155-5698-4827-b393-d12e7bd6434c,clear,9646776074
1333,clear,clear,d4511155-5698-4827-b393-d12e7bd6434c,ifgsm,8639759293
1334,fmgoat,ifgsm,d4511155-5698-4827-b393-d12e7bd6434c,fmgoat,9646776074
1335,clear,zhang,d4511155-5698-4827-b393-d12e7bd6434c,clear,8639759293
1336,clear,stadv,d4511155-5698-4827-b393-d12e7bd6434c,clear,6351773844
1337,zhang,zhang,d4511155-5698-4827-b393-d12e7bd6434c,korhonen,10740727595
1338,clear,clear,d4511155-5698-4827-b393-d12e7bd6434c,ifgsm,10740727595
1339,good,bad,d4511155-5698-4827-b393-d12e7bd6434c,good,v5
1340,good,good,d4511155-5698-4827-b393-d12e7bd6434c,bad,v6
1341,fmgoat,fmgoat,d4511155-5698-4827-b393-d12e7bd6434c,ifgsm,3697493807
1342,clear,ifgsm,d4511155-5698-4827-b393-d12e7bd6434c,clear,9646776074
1343,fmgoat,fmgoat,d4511155-5698-4827-b393-d12e7bd6434c,zhang,10740727595
1344,clear,korhonen,d4511155-5698-4827-b393-d12e7bd6434c,clear,10740727595
1345,clear,clear,d4511155-5698-4827-b393-d12e7bd6434c,fmgoat,6351773844
1346,fmgoat,clear,d4511155-5698-4827-b393-d12e7bd6434c,fmgoat,3697493807
1347,clear,clear,d4511155-5698-4827-b393-d12e7bd6434c,stadv,3697493807
1348,ifgsm,ifgsm,d4511155-5698-4827-b393-d12e7bd6434c,stadv,9646776074
1349,zhang,zhang,d4511155-5698-4827-b393-d12e7bd6434c,korhonen,8639759293
1350,good,bad,4208eead-34a7-4fda-a285-030d6b4fbdf1,good,v3
1351,zhang,ifgsm,4208eead-34a7-4fda-a285-030d6b4fbdf1,zhang,10740727595
1352,fmgoat,zhang,4208eead-34a7-4fda-a285-030d6b4fbdf1,fmgoat,3697493807
1353,fmgoat,fmgoat,4208eead-34a7-4fda-a285-030d6b4fbdf1,clear,10740727595
1354,korhonen,clear,4208eead-34a7-4fda-a285-030d6b4fbdf1,korhonen,9646776074
1355,fmgoat,fmgoat,4208eead-34a7-4fda-a285-030d6b4fbdf1,korhonen,8639759293
1356,clear,fmgoat,4208eead-34a7-4fda-a285-030d6b4fbdf1,clear,3697493807
1357,fmgoat,korhonen,4208eead-34a7-4fda-a285-030d6b4fbdf1,fmgoat,3697493807
1358,good,good,4208eead-34a7-4fda-a285-030d6b4fbdf1,bad,v2
1359,fmgoat,fmgoat,4208eead-34a7-4fda-a285-030d6b4fbdf1,stadv,3697493807
1360,ifgsm,ifgsm,4208eead-34a7-4fda-a285-030d6b4fbdf1,stadv,10740727595
1361,fmgoat,clear,4208eead-34a7-4fda-a285-030d6b4fbdf1,fmgoat,3697493807
1362,korhonen,korhonen,4208eead-34a7-4fda-a285-030d6b4fbdf1,stadv,6351773844
1363,korhonen,ifgsm,4208eead-34a7-4fda-a285-030d6b4fbdf1,korhonen,3697493807
1364,zhang,zhang,4208eead-34a7-4fda-a285-030d6b4fbdf1,ifgsm,10740727595
1365,zhang,zhang,4208eead-34a7-4fda-a285-030d6b4fbdf1,stadv,3697493807
1366,ifgsm,stadv,4208eead-34a7-4fda-a285-030d6b4fbdf1,ifgsm,10740727595
1367,ifgsm,ifgsm,4208eead-34a7-4fda-a285-030d6b4fbdf1,stadv,6351773844
1368,zhang,stadv,4208eead-34a7-4fda-a285-030d6b4fbdf1,zhang,8639759293
1369,zhang,korhonen,4208eead-34a7-4fda-a285-030d6b4fbdf1,zhang,9646776074
1370,good,good,4208eead-34a7-4fda-a285-030d6b4fbdf1,bad,v4
1371,zhang,ifgsm,4208eead-34a7-4fda-a285-030d6b4fbdf1,zhang,10740727595
1372,zhang,stadv,4208eead-34a7-4fda-a285-030d6b4fbdf1,zhang,3697493807
1373,zhang,ifgsm,4208eead-34a7-4fda-a285-030d6b4fbdf1,zhang,6351773844
1374,clear,korhonen,4208eead-34a7-4fda-a285-030d6b4fbdf1,clear,6351773844
1375,zhang,zhang,fc51d235-df33-4d97-94bc-0c366cf83b74,stadv,8639759293
1376,clear,korhonen,fc51d235-df33-4d97-94bc-0c366cf83b74,clear,6351773844
1377,stadv,korhonen,fc51d235-df33-4d97-94bc-0c366cf83b74,stadv,9646776074
1378,fmgoat,fmgoat,fc51d235-df33-4d97-94bc-0c366cf83b74,korhonen,10740727595
1379,good,bad,fc51d235-df33-4d97-94bc-0c366cf83b74,good,v1
1380,good,bad,fc51d235-df33-4d97-94bc-0c366cf83b74,good,v2
1381,clear,clear,fc51d235-df33-4d97-94bc-0c366cf83b74,ifgsm,3697493807
1382,clear,clear,fc51d235-df33-4d97-94bc-0c366cf83b74,ifgsm,10740727595
1383,korhonen,korhonen,fc51d235-df33-4d97-94bc-0c366cf83b74,zhang,3697493807
1384,fmgoat,stadv,fc51d235-df33-4d97-94bc-0c366cf83b74,fmgoat,8639759293
1385,clear,clear,fc51d235-df33-4d97-94bc-0c366cf83b74,ifgsm,10740727595
1386,clear,clear,fc51d235-df33-4d97-94bc-0c366cf83b74,korhonen,6351773844
1387,clear,fmgoat,fc51d235-df33-4d97-94bc-0c366cf83b74,clear,3697493807
1388,,fmgoat,fc51d235-df33-4d97-94bc-0c366cf83b74,clear,10740727595
1389,clear,clear,fc51d235-df33-4d97-94bc-0c366cf83b74,zhang,9646776074
1390,clear,clear,fc51d235-df33-4d97-94bc-0c366cf83b74,ifgsm,10740727595
1391,ifgsm,ifgsm,fc51d235-df33-4d97-94bc-0c366cf83b74,zhang,3697493807
1392,fmgoat,zhang,fc51d235-df33-4d97-94bc-0c366cf83b74,fmgoat,6351773844
1393,good,bad,fc51d235-df33-4d97-94bc-0c366cf83b74,good,v1
1394,zhang,zhang,fc51d235-df33-4d97-94bc-0c366cf83b74,stadv,6351773844
1395,korhonen,stadv,fc51d235-df33-4d97-94bc-0c366cf83b74,korhonen,10740727595
1396,clear,ifgsm,fc51d235-df33-4d97-94bc-0c366cf83b74,clear,9646776074
1397,fmgoat,fmgoat,fc51d235-df33-4d97-94bc-0c366cf83b74,zhang,3697493807
1398,zhang,korhonen,fc51d235-df33-4d97-94bc-0c366cf83b74,zhang,9646776074
1399,ifgsm,stadv,fc51d235-df33-4d97-94bc-0c366cf83b74,ifgsm,6351773844
1400,clear,clear,429bd86b-21cf-4b7c-b203-1610aa68befd,zhang,6351773844
1401,clear,clear,429bd86b-21cf-4b7c-b203-1610aa68befd,stadv,3697493807
1402,clear,clear,429bd86b-21cf-4b7c-b203-1610aa68befd,stadv,6351773844
1403,korhonen,korhonen,429bd86b-21cf-4b7c-b203-1610aa68befd,stadv,6351773844
1404,clear,clear,429bd86b-21cf-4b7c-b203-1610aa68befd,stadv,6351773844
1405,fmgoat,korhonen,429bd86b-21cf-4b7c-b203-1610aa68befd,fmgoat,10740727595
1406,zhang,korhonen,429bd86b-21cf-4b7c-b203-1610aa68befd,zhang,6351773844
1407,clear,clear,429bd86b-21cf-4b7c-b203-1610aa68befd,stadv,3697493807
1408,good,good,429bd86b-21cf-4b7c-b203-1610aa68befd,bad,v2
1409,clear,clear,429bd86b-21cf-4b7c-b203-1610aa68befd,ifgsm,10740727595
1410,fmgoat,korhonen,429bd86b-21cf-4b7c-b203-1610aa68befd,fmgoat,9646776074
1411,fmgoat,fmgoat,429bd86b-21cf-4b7c-b203-1610aa68befd,zhang,8639759293
1412,fmgoat,fmgoat,429bd86b-21cf-4b7c-b203-1610aa68befd,zhang,9646776074
1413,zhang,zhang,429bd86b-21cf-4b7c-b203-1610aa68befd,stadv,3697493807
1414,good,good,429bd86b-21cf-4b7c-b203-1610aa68befd,bad,v6
1415,korhonen,korhonen,429bd86b-21cf-4b7c-b203-1610aa68befd,stadv,6351773844
1416,fmgoat,korhonen,429bd86b-21cf-4b7c-b203-1610aa68befd,fmgoat,6351773844
1417,zhang,korhonen,429bd86b-21cf-4b7c-b203-1610aa68befd,zhang,8639759293
1418,good,good,429bd86b-21cf-4b7c-b203-1610aa68befd,bad,v5
1419,zhang,zhang,429bd86b-21cf-4b7c-b203-1610aa68befd,ifgsm,9646776074
1420,zhang,ifgsm,429bd86b-21cf-4b7c-b203-1610aa68befd,zhang,9646776074
1421,clear,ifgsm,429bd86b-21cf-4b7c-b203-1610aa68befd,clear,3697493807
1422,clear,clear,429bd86b-21cf-4b7c-b203-1610aa68befd,stadv,3697493807
